series,iso3,country,year,value,lower_bound,upper_bound,sex,age,reporting_type,nature,unit_code,source,is_headline
SH_TBS_INCD,CHL,Chile,2000,33.0,27.0,39.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2001,31.0,25.0,37.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2002,24.0,20.0,29.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2003,21.0,17.0,25.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2004,24.0,20.0,29.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2005,22.0,18.0,26.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2006,21.0,17.0,26.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2007,20.0,16.0,24.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2008,20.0,16.0,24.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2009,19.0,16.0,23.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2010,19.0,15.0,22.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2011,19.0,15.0,23.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2012,18.0,15.0,22.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2013,18.0,14.0,21.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2014,17.0,14.0,21.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2015,18.0,15.0,22.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2016,17.0,14.0,21.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2017,18.0,15.0,22.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2018,19.0,16.0,23.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2019,19.0,15.0,22.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2020,15.0,12.0,18.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2021,17.0,13.0,20.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2022,18.0,15.0,22.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2023,20.0,16.0,24.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CHL,Chile,2024,19.0,16.0,23.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2000,70.0,57.0,84.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2001,64.0,52.0,77.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2002,59.0,48.0,71.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2003,56.0,46.0,67.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2004,51.0,41.0,61.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2005,44.0,36.0,53.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2006,45.0,37.0,54.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2007,43.0,35.0,52.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2008,43.0,35.0,52.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2009,41.0,34.0,50.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2010,40.0,33.0,48.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2011,40.0,32.0,48.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2012,39.0,31.0,47.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2013,36.0,29.0,43.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2014,34.0,28.0,41.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2015,33.0,27.0,40.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2016,34.0,28.0,41.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2017,34.0,28.0,41.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2018,34.0,28.0,41.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2019,36.0,29.0,44.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2020,39.0,32.0,47.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2021,41.0,34.0,50.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2022,44.0,36.0,53.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2023,46.0,38.0,56.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,COL,Colombia,2024,49.0,40.0,59.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2000,25.0,20.0,30.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2001,26.0,21.0,31.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2002,21.0,17.0,26.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2003,21.0,17.0,25.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2004,26.0,21.0,31.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2005,19.0,15.0,23.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2006,17.0,13.0,20.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2007,18.0,15.0,22.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2008,16.0,13.0,19.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2009,14.0,11.0,16.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2010,15.0,12.0,18.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2011,15.0,12.0,18.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2012,14.0,11.0,16.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2013,12.0,9.4,14.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2014,13.0,10.0,15.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2015,12.0,9.4,14.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2016,9.6,7.8,12.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2017,9.6,7.8,12.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2018,10.0,8.1,12.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2019,9.9,8.1,12.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2020,9.7,7.8,12.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2021,9.8,7.8,12.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2022,9.8,7.8,12.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2023,9.5,7.6,12.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CRI,Costa Rica,2024,9.3,7.5,11.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2000,23.0,19.0,27.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2001,16.0,13.0,20.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2002,15.0,12.0,18.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2003,13.0,11.0,16.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2004,11.0,9.2,14.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2005,10.0,8.5,13.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2006,10.0,8.2,12.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2007,9.8,7.9,12.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2008,10.0,8.3,12.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2009,8.6,7.0,10.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2010,9.8,7.9,12.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2011,9.3,7.6,11.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2012,8.3,6.8,10.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2013,8.4,6.9,10.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2014,8.0,6.5,9.6,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2015,7.5,6.1,9.1,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2016,7.3,5.9,8.8,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2017,7.6,6.2,9.1,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2018,7.6,6.2,9.2,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2019,6.8,5.6,8.2,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2020,6.2,5.0,7.5,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2021,5.4,4.4,6.5,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2022,7.7,6.3,9.3,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2023,8.1,6.6,9.8,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,CUB,Cuba,2024,11.0,9.3,14.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2000,145.0,118.0,175.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2001,124.0,101.0,150.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2002,100.0,82.0,121.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2003,113.0,92.0,137.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2004,103.0,84.0,124.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2005,108.0,88.0,130.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2006,92.0,74.0,110.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2007,78.0,63.0,94.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2008,75.0,61.0,90.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2009,70.0,57.0,84.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2010,61.0,50.0,73.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2011,64.0,52.0,77.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2012,61.0,50.0,74.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2013,62.0,51.0,75.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2014,60.0,49.0,72.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2015,59.0,48.0,71.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2016,55.0,45.0,66.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2017,50.0,40.0,60.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2018,49.0,40.0,59.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2019,45.0,36.0,54.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2020,46.0,37.0,55.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2021,47.0,38.0,57.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2022,49.0,39.0,59.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2023,50.0,41.0,60.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,DOM,Dominican Republic,2024,51.0,42.0,62.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2000,124.0,101.0,150.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2001,103.0,84.0,124.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2002,95.0,77.0,114.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2003,105.0,86.0,127.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2004,93.0,76.0,112.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2005,62.0,51.0,75.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2006,60.0,49.0,73.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2007,60.0,49.0,72.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2008,56.0,45.0,67.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2009,51.0,42.0,62.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2010,49.0,40.0,60.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2011,50.0,41.0,60.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
SH_TBS_INCD,ECU,Ecuador,2012,51.0,41.0,61.0,_T,_T,G,G,PER_100000_POP,WHO Global Tuberculosis Report 2025 (https://www.who.int/teams/global-tuberculosis-programme/data),True
